ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Product,Category,Cost_per_box,Geo,Region,Sales_person,Team,Cost,Profit,Margin_pct,Year,Month
S00066199,SP11,P11,G4,2024-07-02,3321.0,475,Delivered,After Nines,Bites,10.23,New Zealand,APAC,Suman Katte,Yummies,4859.25,-1538.25,-46.32,2024,2024-07
S00066210,SP11,P11,G2,2024-11-25,4576.5,353,Delivered,After Nines,Bites,10.23,USA,Americas,Suman Katte,Yummies,3611.19,965.31,21.09,2024,2024-11
S00066237,SP11,P10,G1,2025-03-12,5643.0,377,Placed,Spicy Special Slims,Bites,8.22,India,APAC,Suman Katte,Yummies,3098.94,2544.06,45.08,2025,2025-03
S00066238,SP11,P10,G2,2024-07-10,4286.25,286,Delivered,Spicy Special Slims,Bites,8.22,USA,Americas,Suman Katte,Yummies,2350.92,1935.33,45.15,2024,2024-07
S00066242,SP11,P10,G4,2024-10-08,6144.75,362,Delivered,Spicy Special Slims,Bites,8.22,New Zealand,APAC,Suman Katte,Yummies,2975.6400000000003,3169.1099999999997,51.57,2024,2024-10
S00066272,SP11,P04,G5,2023-12-14,4574.25,191,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Suman Katte,Yummies,735.35,3838.9,83.92,2023,2023-12
S00066273,SP11,P04,G5,2024-10-07,4277.25,186,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Suman Katte,Yummies,716.1,3561.15,83.26,2024,2024-10
S00066279,SP11,P04,G1,2023-06-14,10509.75,390,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Suman Katte,Yummies,1501.5,9008.25,85.71,2023,2023-06
S00066282,SP11,P04,G3,2023-10-10,7974.0,307,Delivered,Raspberry Choco,Bars,3.85,Canada,Americas,Suman Katte,Yummies,1181.95,6792.05,85.18,2023,2023-10
S00066287,SP11,P04,G5,2024-02-05,9225.0,420,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Suman Katte,Yummies,1617.0,7608.0,82.47,2024,2024-02
S00066290,SP11,P04,G1,2023-10-25,6502.5,271,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Suman Katte,Yummies,1043.3500000000001,5459.15,83.95,2023,2023-10
S00066296,SP11,P04,G3,2024-07-26,20085.75,874,Delivered,Raspberry Choco,Bars,3.85,Canada,Americas,Suman Katte,Yummies,3364.9,16720.85,83.25,2024,2024-07
S00066306,SP11,P04,G1,2023-10-18,15563.25,537,Delivered,Raspberry Choco,Bars,3.85,India,APAC,Suman Katte,Yummies,2067.4500000000003,13495.8,86.72,2023,2023-10
S00066311,SP11,P04,G4,2024-01-16,7845.75,291,Delivered,Raspberry Choco,Bars,3.85,New Zealand,APAC,Suman Katte,Yummies,1120.3500000000001,6725.4,85.72,2024,2024-01
S00066315,SP11,P04,G5,2023-11-02,5240.25,188,Delivered,Raspberry Choco,Bars,3.85,Australia,APAC,Suman Katte,Yummies,723.8000000000001,4516.45,86.19,2023,2023-11
S00066317,SP11,P04,G6,2025-01-28,812.25,29,Shipped,Raspberry Choco,Bars,3.85,UK,Europe,Suman Katte,Yummies,111.65,700.6,86.25,2025,2025-01
S00066333,SP11,P16,G1,2024-07-04,612.0,31,Cancelled,Organic Choco Syrup,Other,9.57,India,APAC,Suman Katte,Yummies,296.67,315.33,51.52,2024,2024-07
S00066338,SP11,P16,G3,2023-09-26,2461.5,92,Delivered,Organic Choco Syrup,Other,9.57,Canada,Americas,Suman Katte,Yummies,880.44,1581.06,64.23,2023,2023-09
S00066339,SP11,P16,G4,2024-02-14,261.0,13,Delivered,Organic Choco Syrup,Other,9.57,New Zealand,APAC,Suman Katte,Yummies,124.41,136.59,52.33,2024,2024-02
S00066343,SP11,P16,G5,2023-12-04,4941.0,248,Cancelled,Organic Choco Syrup,Other,9.57,Australia,APAC,Suman Katte,Yummies,2373.36,2567.64,51.97,2023,2023-12
S00066351,SP11,P16,G2,2024-09-20,4257.0,158,Delivered,Organic Choco Syrup,Other,9.57,USA,Americas,Suman Katte,Yummies,1512.06,2744.94,64.48,2024,2024-09
S00066364,SP11,P16,G2,2024-02-02,13203.0,601,Delivered,Organic Choco Syrup,Other,9.57,USA,Americas,Suman Katte,Yummies,5751.570000000001,7451.429999999999,56.44,2024,2024-02
S00066367,SP11,P16,G4,2025-01-29,6853.5,275,Shipped,Organic Choco Syrup,Other,9.57,New Zealand,APAC,Suman Katte,Yummies,2631.75,4221.75,61.6,2025,2025-01
S00066377,SP11,P16,G1,2024-02-05,5953.5,298,Delivered,Organic Choco Syrup,Other,9.57,India,APAC,Suman Katte,Yummies,2851.86,3101.64,52.1,2024,2024-02
S00066390,SP11,P16,G1,2023-03-28,3453.75,173,Delivered,Organic Choco Syrup,Other,9.57,India,APAC,Suman Katte,Yummies,1655.6100000000001,1798.1399999999999,52.06,2023,2023-03
S00066393,SP11,P16,G2,2024-06-21,4266.0,171,Delivered,Organic Choco Syrup,Other,9.57,USA,Americas,Suman Katte,Yummies,1636.47,2629.5299999999997,61.64,2024,2024-06
S00066394,SP11,P16,G3,2024-07-08,7031.25,293,Delivered,Organic Choco Syrup,Other,9.57,Canada,Americas,Suman Katte,Yummies,2804.01,4227.24,60.12,2024,2024-07
S00066397,SP11,P16,G4,2024-12-20,7607.25,381,Delivered,Organic Choco Syrup,Other,9.57,New Zealand,APAC,Suman Katte,Yummies,3646.17,3961.08,52.07,2024,2024-12
S00066398,SP11,P16,G5,2025-01-23,9198.0,419,Shipped,Organic Choco Syrup,Other,9.57,Australia,APAC,Suman Katte,Yummies,4009.83,5188.17,56.41,2025,2025-01
S00066402,SP11,P16,G1,2023-05-08,8664.75,377,Delivered,Organic Choco Syrup,Other,9.57,India,APAC,Suman Katte,Yummies,3607.8900000000003,5056.86,58.36,2023,2023-05
S00066405,SP11,P16,G1,2024-12-06,119.25,6,Delivered,Organic Choco Syrup,Other,9.57,India,APAC,Suman Katte,Yummies,57.42,61.83,51.85,2024,2024-12
S00066424,SP11,P21,G4,2024-09-09,4893.75,223,Delivered,Choco Coated Almonds,Bites,3.32,New Zealand,APAC,Suman Katte,Yummies,740.36,4153.39,84.87,2024,2024-09
S00066441,SP11,P21,G5,2023-10-17,8307.0,520,Delivered,Choco Coated Almonds,Bites,3.32,Australia,APAC,Suman Katte,Yummies,1726.3999999999999,6580.6,79.22,2023,2023-10
S00066442,SP11,P21,G5,2024-11-12,6732.0,306,Delivered,Choco Coated Almonds,Bites,3.32,Australia,APAC,Suman Katte,Yummies,1015.92,5716.08,84.91,2024,2024-11
S00066445,SP11,P21,G1,2023-09-06,625.5,30,Delivered,Choco Coated Almonds,Bites,3.32,India,APAC,Suman Katte,Yummies,99.6,525.9,84.08,2023,2023-09
S00066456,SP11,P21,G5,2023-09-14,1505.25,66,Delivered,Choco Coated Almonds,Bites,3.32,Australia,APAC,Suman Katte,Yummies,219.11999999999998,1286.13,85.44,2023,2023-09
S00066469,SP11,P21,G5,2024-06-04,670.5,36,Delivered,Choco Coated Almonds,Bites,3.32,Australia,APAC,Suman Katte,Yummies,119.52,550.98,82.17,2024,2024-06
S00066473,SP11,P21,G1,2024-10-30,6284.25,370,Delivered,Choco Coated Almonds,Bites,3.32,India,APAC,Suman Katte,Yummies,1228.3999999999999,5055.85,80.45,2024,2024-10
S00066478,SP11,P21,G3,2025-02-06,9870.75,494,Shipped,Choco Coated Almonds,Bites,3.32,Canada,Americas,Suman Katte,Yummies,1640.08,8230.67,83.38,2025,2025-02
S00066480,SP11,P21,G4,2023-07-28,1559.25,92,Cancelled,Choco Coated Almonds,Bites,3.32,New Zealand,APAC,Suman Katte,Yummies,305.44,1253.81,80.41,2023,2023-07
S00066494,SP11,P05,G4,2023-05-05,6444.0,281,Delivered,Mint Chip Choco,Bars,5.72,New Zealand,APAC,Suman Katte,Yummies,1607.32,4836.68,75.06,2023,2023-05
S00066497,SP11,P05,G5,2024-02-15,6774.75,357,Delivered,Mint Chip Choco,Bars,5.72,Australia,APAC,Suman Katte,Yummies,2042.04,4732.71,69.86,2024,2024-02
S00066498,SP11,P05,G5,2023-01-02,9213.75,485,Delivered,Mint Chip Choco,Bars,5.72,Australia,APAC,Suman Katte,Yummies,2774.2,6439.55,69.89,2023,2023-01
S00066504,SP11,P05,G2,2023-08-02,6914.25,266,Delivered,Mint Chip Choco,Bars,5.72,USA,Americas,Suman Katte,Yummies,1521.52,5392.73,77.99,2023,2023-08
S00066520,SP11,P05,G3,2023-04-27,10595.25,558,Delivered,Mint Chip Choco,Bars,5.72,Canada,Americas,Suman Katte,Yummies,3191.7599999999998,7403.49,69.88,2023,2023-04
S00066524,SP11,P05,G5,2023-08-30,7134.75,275,Delivered,Mint Chip Choco,Bars,5.72,Australia,APAC,Suman Katte,Yummies,1573.0,5561.75,77.95,2023,2023-08
S00066525,SP11,P05,G5,2024-04-02,4641.75,194,Delivered,Mint Chip Choco,Bars,5.72,Australia,APAC,Suman Katte,Yummies,1109.68,3532.0699999999997,76.09,2024,2024-04
S00066532,SP11,P05,G2,2023-05-31,4198.5,183,Delivered,Mint Chip Choco,Bars,5.72,USA,Americas,Suman Katte,Yummies,1046.76,3151.74,75.07,2023,2023-05
S00066540,SP11,P05,G5,2024-11-04,7906.5,417,Delivered,Mint Chip Choco,Bars,5.72,Australia,APAC,Suman Katte,Yummies,2385.24,5521.26,69.83,2024,2024-11
S00066551,SP11,P12,G4,2023-12-01,2558.25,107,Delivered,Fruit & Nut Bars,Bars,4.74,New Zealand,APAC,Suman Katte,Yummies,507.18,2051.07,80.17,2023,2023-12
S00066555,SP11,P12,G6,2024-07-19,13689.0,761,Delivered,Fruit & Nut Bars,Bars,4.74,UK,Europe,Suman Katte,Yummies,3607.1400000000003,10081.86,73.65,2024,2024-07
S00066560,SP11,P12,G2,2023-07-19,1926.0,102,Delivered,Fruit & Nut Bars,Bars,4.74,USA,Americas,Suman Katte,Yummies,483.48,1442.52,74.9,2023,2023-07
S00066563,SP11,P12,G4,2024-05-01,7389.0,352,Delivered,Fruit & Nut Bars,Bars,4.74,New Zealand,APAC,Suman Katte,Yummies,1668.48,5720.52,77.42,2024,2024-05
S00066568,SP11,P12,G5,2024-09-06,4891.5,233,Delivered,Fruit & Nut Bars,Bars,4.74,Australia,APAC,Suman Katte,Yummies,1104.42,3787.08,77.42,2024,2024-09
S00066572,SP11,P12,G1,2023-09-01,6027.75,302,Delivered,Fruit & Nut Bars,Bars,4.74,India,APAC,Suman Katte,Yummies,1431.48,4596.27,76.25,2023,2023-09
S00066579,SP11,P12,G4,2023-12-12,4592.25,192,Delivered,Fruit & Nut Bars,Bars,4.74,New Zealand,APAC,Suman Katte,Yummies,910.08,3682.17,80.18,2023,2023-12
S00066580,SP11,P12,G5,2023-09-22,11045.25,526,Delivered,Fruit & Nut Bars,Bars,4.74,Australia,APAC,Suman Katte,Yummies,2493.2400000000002,8552.01,77.43,2023,2023-09
S00066585,SP11,P03,G1,2023-12-28,4524.75,252,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,1297.8000000000002,3226.95,71.32,2023,2023-12
S00066588,SP11,P03,G2,2024-12-02,2979.0,166,Delivered,Almond Choco,Bars,5.15,USA,Americas,Suman Katte,Yummies,854.9000000000001,2124.1,71.3,2024,2024-12
S00066592,SP11,P03,G4,2024-06-25,8417.25,401,Delivered,Almond Choco,Bars,5.15,New Zealand,APAC,Suman Katte,Yummies,2065.15,6352.1,75.47,2024,2024-06
S00066598,SP11,P03,G1,2023-08-22,11133.0,485,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,2497.75,8635.25,77.56,2023,2023-08
S00066599,SP11,P03,G1,2024-01-25,1019.25,54,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,278.1,741.15,72.72,2024,2024-01
S00066603,SP11,P03,G2,2024-01-19,1109.25,51,Delivered,Almond Choco,Bars,5.15,USA,Americas,Suman Katte,Yummies,262.65000000000003,846.5999999999999,76.32,2024,2024-01
S00066606,SP11,P03,G4,2024-01-12,1635.75,69,Delivered,Almond Choco,Bars,5.15,New Zealand,APAC,Suman Katte,Yummies,355.35,1280.4,78.28,2024,2024-01
S00066609,SP11,P03,G5,2024-01-25,6473.25,341,Delivered,Almond Choco,Bars,5.15,Australia,APAC,Suman Katte,Yummies,1756.15,4717.1,72.87,2024,2024-01
S00066614,SP11,P03,G1,2023-11-08,537.75,23,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,118.45,419.3,77.97,2023,2023-11
S00066615,SP11,P03,G1,2024-07-29,5879.25,268,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,1380.2,4499.05,76.52,2024,2024-07
S00066623,SP11,P03,G5,2025-02-10,2344.5,107,Shipped,Almond Choco,Bars,5.15,Australia,APAC,Suman Katte,Yummies,551.0500000000001,1793.4499999999998,76.5,2025,2025-02
S00066625,SP11,P03,G6,2023-07-17,5661.0,333,Delivered,Almond Choco,Bars,5.15,UK,Europe,Suman Katte,Yummies,1714.95,3946.05,69.71,2023,2023-07
S00066627,SP11,P03,G1,2024-04-10,2085.75,100,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,515.0,1570.75,75.31,2024,2024-04
S00066635,SP11,P03,G4,2024-02-12,5384.25,300,Delivered,Almond Choco,Bars,5.15,New Zealand,APAC,Suman Katte,Yummies,1545.0,3839.25,71.31,2024,2024-02
S00066638,SP11,P03,G5,2024-10-31,3305.25,151,Delivered,Almond Choco,Bars,5.15,Australia,APAC,Suman Katte,Yummies,777.6500000000001,2527.6,76.47,2024,2024-10
S00066639,SP11,P03,G6,2023-11-17,1302.75,73,Delivered,Almond Choco,Bars,5.15,UK,Europe,Suman Katte,Yummies,375.95000000000005,926.8,71.14,2023,2023-11
S00066647,SP11,P03,G4,2024-10-23,3030.75,152,Delivered,Almond Choco,Bars,5.15,New Zealand,APAC,Suman Katte,Yummies,782.8000000000001,2247.95,74.17,2024,2024-10
S00066654,SP11,P03,G1,2024-01-19,6792.75,296,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,1524.4,5268.35,77.56,2024,2024-01
S00066656,SP11,P03,G1,2024-06-18,5922.0,329,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,1694.3500000000001,4227.65,71.39,2024,2024-06
S00066657,SP11,P03,G1,2023-10-18,4736.25,226,Delivered,Almond Choco,Bars,5.15,India,APAC,Suman Katte,Yummies,1163.9,3572.35,75.43,2023,2023-10
S00066677,SP11,P22,G4,2024-02-16,393.75,17,Delivered,Peanut Butter Cubes,Bites,2.65,New Zealand,APAC,Suman Katte,Yummies,45.05,348.7,88.56,2024,2024-02
S00066679,SP11,P22,G5,2024-04-25,2148.75,77,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Suman Katte,Yummies,204.04999999999998,1944.7,90.5,2024,2024-04
S00066682,SP11,P22,G1,2024-03-28,3667.5,153,Delivered,Peanut Butter Cubes,Bites,2.65,India,APAC,Suman Katte,Yummies,405.45,3262.05,88.94,2024,2024-03
S00066691,SP11,P22,G4,2023-12-13,3741.75,121,Delivered,Peanut Butter Cubes,Bites,2.65,New Zealand,APAC,Suman Katte,Yummies,320.65,3421.1,91.43,2023,2023-12
S00066698,SP11,P22,G1,2025-01-08,8311.5,347,Shipped,Peanut Butter Cubes,Bites,2.65,India,APAC,Suman Katte,Yummies,919.55,7391.95,88.94,2025,2025-01
S00066699,SP11,P22,G1,2023-04-13,8651.25,299,Delivered,Peanut Butter Cubes,Bites,2.65,India,APAC,Suman Katte,Yummies,792.35,7858.9,90.84,2023,2023-04
S00066706,SP11,P22,G5,2024-09-06,3370.5,130,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Suman Katte,Yummies,344.5,3026.0,89.78,2024,2024-09
S00066708,SP11,P22,G5,2024-05-14,2292.75,74,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Suman Katte,Yummies,196.1,2096.65,91.45,2024,2024-05
S00066711,SP11,P22,G1,2024-05-23,2292.75,77,Delivered,Peanut Butter Cubes,Bites,2.65,India,APAC,Suman Katte,Yummies,204.04999999999998,2088.7,91.1,2024,2024-05
S00066714,SP11,P22,G2,2023-01-18,4241.25,170,Delivered,Peanut Butter Cubes,Bites,2.65,USA,Americas,Suman Katte,Yummies,450.5,3790.75,89.38,2023,2023-01
S00066719,SP11,P22,G4,2023-10-26,9695.25,324,Delivered,Peanut Butter Cubes,Bites,2.65,New Zealand,APAC,Suman Katte,Yummies,858.6,8836.65,91.14,2023,2023-10
S00066722,SP11,P22,G5,2023-12-20,3647.25,152,Delivered,Peanut Butter Cubes,Bites,2.65,Australia,APAC,Suman Katte,Yummies,402.8,3244.45,88.96,2023,2023-12
S00066729,SP11,P22,G2,2024-08-09,4144.5,143,Delivered,Peanut Butter Cubes,Bites,2.65,USA,Americas,Suman Katte,Yummies,378.95,3765.55,90.86,2024,2024-08
S00066741,SP11,P07,G1,2024-02-15,1138.5,64,Delivered,Drinking Coco,Other,9.94,India,APAC,Suman Katte,Yummies,636.16,502.34000000000003,44.12,2024,2024-02
S00066749,SP11,P07,G5,2024-11-28,1660.5,93,Delivered,Drinking Coco,Other,9.94,Australia,APAC,Suman Katte,Yummies,924.42,736.08,44.33,2024,2024-11
S00066750,SP11,P07,G5,2024-10-10,4952.25,381,Delivered,Drinking Coco,Other,9.94,Australia,APAC,Suman Katte,Yummies,3787.14,1165.1100000000001,23.53,2024,2024-10
S00066752,SP11,P07,G1,2023-12-05,5364.0,413,Delivered,Drinking Coco,Other,9.94,India,APAC,Suman Katte,Yummies,4105.219999999999,1258.7800000000007,23.47,2023,2023-12
S00066759,SP11,P07,G4,2023-06-19,7722.0,515,Delivered,Drinking Coco,Other,9.94,New Zealand,APAC,Suman Katte,Yummies,5119.099999999999,2602.9000000000005,33.71,2023,2023-06
S00066760,SP11,P07,G4,2024-09-10,1284.75,86,Delivered,Drinking Coco,Other,9.94,New Zealand,APAC,Suman Katte,Yummies,854.8399999999999,429.9100000000001,33.46,2024,2024-09
S00066766,SP11,P07,G1,2025-01-09,12327.75,881,Shipped,Drinking Coco,Other,9.94,India,APAC,Suman Katte,Yummies,8757.14,3570.6100000000006,28.96,2025,2025-01
S00066781,SP11,P17,G1,2025-02-12,13718.25,597,Shipped,Caramel Stuffed Bars,Bars,8.43,India,APAC,Suman Katte,Yummies,5032.71,8685.54,63.31,2025,2025-02
S00066791,SP11,P17,G5,2024-08-14,2083.5,75,Delivered,Caramel Stuffed Bars,Bars,8.43,Australia,APAC,Suman Katte,Yummies,632.25,1451.25,69.65,2024,2024-08
S00066792,SP11,P17,G5,2024-05-22,4270.5,165,Delivered,Caramel Stuffed Bars,Bars,8.43,Australia,APAC,Suman Katte,Yummies,1390.95,2879.55,67.43,2024,2024-05
S00066799,SP11,P17,G2,2024-11-06,1390.5,50,Delivered,Caramel Stuffed Bars,Bars,8.43,USA,Americas,Suman Katte,Yummies,421.5,969.0,69.69,2024,2024-11
S00066811,SP11,P17,G1,2023-02-09,15671.25,560,Delivered,Caramel Stuffed Bars,Bars,8.43,India,APAC,Suman Katte,Yummies,4720.8,10950.45,69.88,2023,2023-02
S00066815,SP11,P17,G4,2024-09-26,4785.75,185,Delivered,Caramel Stuffed Bars,Bars,8.43,New Zealand,APAC,Suman Katte,Yummies,1559.55,3226.2,67.41,2024,2024-09
S00066823,SP11,P17,G1,2024-06-20,13648.5,569,Delivered,Caramel Stuffed Bars,Bars,8.43,India,APAC,Suman Katte,Yummies,4796.67,8851.83,64.86,2024,2024-06
S00066824,SP11,P17,G1,2023-06-14,4884.75,213,Delivered,Caramel Stuffed Bars,Bars,8.43,India,APAC,Suman Katte,Yummies,1795.59,3089.16,63.24,2023,2023-06
S00066831,SP11,P17,G4,2024-04-25,15543.0,598,Delivered,Caramel Stuffed Bars,Bars,8.43,New Zealand,APAC,Suman Katte,Yummies,5041.139999999999,10501.86,67.57,2024,2024-04
S00066833,SP11,P17,G5,2024-04-17,22803.75,787,Delivered,Caramel Stuffed Bars,Bars,8.43,Australia,APAC,Suman Katte,Yummies,6634.41,16169.34,70.91,2024,2024-04
S00066837,SP11,P17,G1,2023-04-28,13056.75,568,Delivered,Caramel Stuffed Bars,Bars,8.43,India,APAC,Suman Katte,Yummies,4788.24,8268.51,63.33,2023,2023-04
S00066839,SP11,P17,G1,2024-08-01,12507.75,522,Cancelled,Caramel Stuffed Bars,Bars,8.43,India,APAC,Suman Katte,Yummies,4400.46,8107.29,64.82,2024,2024-08
S00066851,SP11,P08,G1,2023-10-24,1525.5,128,Cancelled,99% Dark & Pure,Bars,7.73,India,APAC,Suman Katte,Yummies,989.44,536.06,35.14,2023,2023-10
S00066855,SP11,P08,G2,2023-08-10,3190.5,228,Delivered,99% Dark & Pure,Bars,7.73,USA,Americas,Suman Katte,Yummies,1762.44,1428.06,44.76,2023,2023-08
S00066857,SP11,P08,G4,2024-06-12,13569.75,1131,Delivered,99% Dark & Pure,Bars,7.73,New Zealand,APAC,Suman Katte,Yummies,8742.630000000001,4827.119999999999,35.57,2024,2024-06
S00066861,SP11,P08,G5,2023-01-05,8572.5,715,Delivered,99% Dark & Pure,Bars,7.73,Australia,APAC,Suman Katte,Yummies,5526.950000000001,3045.5499999999993,35.53,2023,2023-01
S00066863,SP11,P08,G6,2024-07-11,1921.5,138,Delivered,99% Dark & Pure,Bars,7.73,UK,Europe,Suman Katte,Yummies,1066.74,854.76,44.48,2024,2024-07
S00066868,SP11,P08,G2,2023-08-02,12957.75,864,Delivered,99% Dark & Pure,Bars,7.73,USA,Americas,Suman Katte,Yummies,6678.72,6279.03,48.46,2023,2023-08
S00066872,SP11,P08,G4,2023-08-01,2704.5,246,Cancelled,99% Dark & Pure,Bars,7.73,New Zealand,APAC,Suman Katte,Yummies,1901.5800000000002,802.9199999999998,29.69,2023,2023-08
S00066880,SP11,P08,G1,2024-03-18,13041.0,870,Delivered,99% Dark & Pure,Bars,7.73,India,APAC,Suman Katte,Yummies,6725.1,6315.9,48.43,2024,2024-03
S00066899,SP11,P08,G4,2023-01-30,4176.0,261,Delivered,99% Dark & Pure,Bars,7.73,New Zealand,APAC,Suman Katte,Yummies,2017.5300000000002,2158.47,51.69,2023,2023-01
S00066904,SP11,P08,G5,2025-02-07,5262.75,329,Shipped,99% Dark & Pure,Bars,7.73,Australia,APAC,Suman Katte,Yummies,2543.17,2719.58,51.68,2025,2025-02
S00066924,SP11,P08,G2,2025-01-14,3728.25,267,Shipped,99% Dark & Pure,Bars,7.73,USA,Americas,Suman Katte,Yummies,2063.9100000000003,1664.3399999999997,44.64,2025,2025-01
S00066926,SP11,P08,G3,2025-01-28,5053.5,562,Cancelled,99% Dark & Pure,Bars,7.73,Canada,Americas,Suman Katte,Yummies,4344.26,709.2399999999998,14.03,2025,2025-01
S00066935,SP11,P13,G1,2023-07-20,3863.25,352,Delivered,85% Dark Bars,Bars,10.51,India,APAC,Suman Katte,Yummies,3699.52,163.73000000000002,4.24,2023,2023-07
S00066937,SP11,P13,G1,2024-09-30,1701.0,341,Delivered,85% Dark Bars,Bars,10.51,India,APAC,Suman Katte,Yummies,3583.91,-1882.9099999999999,-110.69,2024,2024-09
S00066944,SP11,P13,G5,2023-11-09,8610.75,957,Delivered,85% Dark Bars,Bars,10.51,Australia,APAC,Suman Katte,Yummies,10058.07,-1447.3199999999997,-16.81,2023,2023-11
S00066950,SP11,P13,G1,2024-12-16,7431.75,1062,Delivered,85% Dark Bars,Bars,10.51,India,APAC,Suman Katte,Yummies,11161.619999999999,-3729.869999999999,-50.19,2024,2024-12
S00066953,SP11,P13,G2,2024-02-14,9994.5,1111,Delivered,85% Dark Bars,Bars,10.51,USA,Americas,Suman Katte,Yummies,11676.61,-1682.1100000000006,-16.83,2024,2024-02
S00066961,SP11,P13,G6,2024-12-11,8221.5,748,Delivered,85% Dark Bars,Bars,10.51,UK,Europe,Suman Katte,Yummies,7861.48,360.02000000000044,4.38,2024,2024-12
S00066969,SP11,P13,G4,2023-03-13,9506.25,1359,Delivered,85% Dark Bars,Bars,10.51,New Zealand,APAC,Suman Katte,Yummies,14283.09,-4776.84,-50.25,2023,2023-03
S00066972,SP11,P13,G5,2025-03-20,1770.75,253,Placed,85% Dark Bars,Bars,10.51,Australia,APAC,Suman Katte,Yummies,2659.0299999999997,-888.2799999999997,-50.16,2025,2025-03
S00067026,SP11,P20,G4,2025-01-07,2738.25,274,Shipped,Smooth Silky Salty,Bars,2.76,New Zealand,APAC,Suman Katte,Yummies,756.2399999999999,1982.0100000000002,72.38,2025,2025-01
S00067030,SP11,P20,G5,2024-04-17,2430.0,203,Delivered,Smooth Silky Salty,Bars,2.76,Australia,APAC,Suman Katte,Yummies,560.28,1869.72,76.94,2024,2024-04
S00067031,SP11,P20,G6,2024-09-02,6446.25,587,Delivered,Smooth Silky Salty,Bars,2.76,UK,Europe,Suman Katte,Yummies,1620.12,4826.13,74.87,2024,2024-09
S00067033,SP11,P20,G1,2024-10-01,7089.75,645,Delivered,Smooth Silky Salty,Bars,2.76,India,APAC,Suman Katte,Yummies,1780.1999999999998,5309.55,74.89,2024,2024-10
S00067045,SP11,P20,G6,2023-12-07,4443.75,494,Delivered,Smooth Silky Salty,Bars,2.76,UK,Europe,Suman Katte,Yummies,1363.4399999999998,3080.3100000000004,69.32,2023,2023-12
S00067049,SP11,P20,G1,2024-11-22,4509.0,347,Delivered,Smooth Silky Salty,Bars,2.76,India,APAC,Suman Katte,Yummies,957.7199999999999,3551.28,78.76,2024,2024-11
S00067054,SP11,P20,G4,2024-05-21,1532.25,118,Delivered,Smooth Silky Salty,Bars,2.76,New Zealand,APAC,Suman Katte,Yummies,325.67999999999995,1206.5700000000002,78.74,2024,2024-05
S00067061,SP11,P20,G1,2023-07-04,3332.25,257,Delivered,Smooth Silky Salty,Bars,2.76,India,APAC,Suman Katte,Yummies,709.3199999999999,2622.9300000000003,78.71,2023,2023-07
S00067078,SP11,P20,G2,2024-05-07,12244.5,1114,Delivered,Smooth Silky Salty,Bars,2.76,USA,Americas,Suman Katte,Yummies,3074.64,9169.86,74.89,2024,2024-05
S00067088,SP11,P20,G1,2023-11-03,9670.5,880,Delivered,Smooth Silky Salty,Bars,2.76,India,APAC,Suman Katte,Yummies,2428.7999999999997,7241.700000000001,74.88,2023,2023-11
S00067090,SP11,P20,G1,2023-12-04,16215.75,1475,Delivered,Smooth Silky Salty,Bars,2.76,India,APAC,Suman Katte,Yummies,4070.9999999999995,12144.75,74.89,2023,2023-12
S00067095,SP11,P20,G4,2024-11-13,744.75,83,Delivered,Smooth Silky Salty,Bars,2.76,New Zealand,APAC,Suman Katte,Yummies,229.07999999999998,515.6700000000001,69.24,2024,2024-11
S00067099,SP11,P20,G5,2024-09-30,6322.5,527,Delivered,Smooth Silky Salty,Bars,2.76,Australia,APAC,Suman Katte,Yummies,1454.52,4867.98,76.99,2024,2024-09
S00067107,SP11,P09,G2,2024-04-22,2378.25,170,Delivered,Orange Choco,Bars,3.68,USA,Americas,Suman Katte,Yummies,625.6,1752.65,73.69,2024,2024-04
S00067108,SP11,P09,G3,2023-05-08,8403.75,495,Delivered,Orange Choco,Bars,3.68,Canada,Americas,Suman Katte,Yummies,1821.6000000000001,6582.15,78.32,2023,2023-05
S00067110,SP11,P09,G4,2024-10-09,5226.75,262,Delivered,Orange Choco,Bars,3.68,New Zealand,APAC,Suman Katte,Yummies,964.1600000000001,4262.59,81.55,2024,2024-10
S00067111,SP11,P09,G4,2025-01-03,7859.25,437,Shipped,Orange Choco,Bars,3.68,New Zealand,APAC,Suman Katte,Yummies,1608.16,6251.09,79.54,2025,2025-01
